object_id,id_p,id_c,cod_via,nome_rua,ponto_referencia,freguesia,situacao,implantacao,global_id,lon,lat,location
408,408,280,462,Avenida Infante Dom Henrique,Hub Criativo do Beato,Beato,Em operação,Definida,e4f94500-8b4e-4dab-a7b8-5e0f844b041a,-9.10669163411535,38.7297850419045,0101000020E610000080902E49A03622C07F0BA498695D4340
407,407,331,653,Avenida General Roçadas,Mercado Sapadores,Penha de França,Em operação,Definida,216627d4-4f1e-4155-b9a5-ce9632d091cd,-9.12882334099546,38.722610711475,0101000020E6100000EC120922F54122C020C3FE817E5C4340
404,404,324,705,Largo Mendonça e Costa,NaN,Penha de França,Em operação,Definida,cfb6d0ac-2a81-4745-95c7-eec97ef12b53,-9.13080304320245,38.7330105637666,0101000020E6100000298BD19DF84222C00280474AD35D4340
416,416,220,33670,Rua do Comércio,NaN,Santa Maria Maior,Em operação,Definida,89bf9cba-f4af-4405-8e84-3cdb64750e45,-9.13716544312755,38.7087565581726,0101000020E610000094BF888C3A4622C0A316EF88B85A4340
417,417,512,500003,Rua Interior à Est. da Correia,Interface Pontinha,Carnide,Em operação,Definida,b5368f05-69a2-4d4b-8ad1-32a9b6f05c6d,-9.19676858070261,38.7625912798103,0101000020E610000000FFF5D9BE6422C001804F979C614340
064,064,479,102181,Rua Prof. Oliveira Marques,Arquivo Nacional Torre do Tombo,Alvalade,Em operação,Definida,b9db3b4f-500e-4d3f-8a5f-48e8f1976eb1,-9.15726777238918,38.7548856279852,0101000020E6100000AA40C666855022C05C359E17A0604340
418,418,281,462,Avenida Infante Dom Henrique,Hub Criativo do Beato,Beato,Em operação,Definida,1016d5df-ea32-47f6-892d-4e0c4445cb31,-9.10538772426173,38.7314987273032,0101000020E61000003F353A61F53522C09B6A13C0A15D4340
085,085,426,67002,Avenida Elias Garcia,NaN,Avenidas Novas,Em operação,Definida,d421b9a8-c948-47ca-a630-bc70750f6208,-9.14795677500555,38.7391086461315,0101000020E6100000AEBD8BFDC04B22C0AEA9B31C9B5E4340
034,034,427,66803,Avenida da República,NaN,Avenidas Novas,Em operação,Definida,0fc8aa03-f97f-4fdf-b1f2-9812737e5f46,-9.14613041756282,38.7380033047032,0101000020E61000002AC4289BD14A22C024056DE4765E4340
044,044,431,67024,Rua do Arco do Cego,Cruzamento com Avenida Magalhães Lima,Avenidas Novas,Em operação,Definida,a4cd89a0-7611-456d-8c54-7d080aac0fff,-9.14209839739526,38.7393415928382,0101000020E6100000D940031FC14822C004E8CCBEA25E4340
038,038,430,67001,Avenida Barbosa du Bocage,Jardim Maria José Moura - Palácio Galveias ,Avenidas Novas,Em operação,Definida,8b9496f1-bc3b-4695-8b6b-33b711da7b7b,-9.14331918420278,38.7408689983409,0101000020E6100000A714D221614922C04A3F9BCBD45E4340
003,003,435,67372,Rua Professor Lima Basto,Interface Sete Rios,São Domingos de Benfica,Em operação,Definida,63916d7e-6d42-4547-a125-95d5da1d4f09,-9.16698665482294,38.7405272775491,0101000020E61000007BAA5A467F5522C0456F0B99C95E4340
015,015,456,100031,Campo Grande,Jardim do Campo Grande - Rotunda de Entrecampos,Alvalade,Em operação,Definida,a5d9e8c8-2c5d-4b43-8e67-2879171f8aa4,-9.1488239634614,38.7488497005796,0101000020E61000000ADB8FA7324C22C0ECCD964EDA5F4340
069,069,461,101784,Rua Prof.ª Teresa Ambrósio,IGOT-UL,Alvalade,Em operação,Definida,0a1f17b1-d7b3-491c-a225-0448873944ab,-9.15561784608326,38.7491816453836,0101000020E610000000346F24AD4F22C0D0D7242FE55F4340
039,039,462,100031,Campo Grande,Biblioteca Nacional de Portugal,Alvalade,Em operação,Definida,bcb58185-adee-4bd4-b092-c93890577371,-9.15026533141761,38.7502333824724,0101000020E61000008E52D893EF4C22C0100BC1A507604340
081,081,464,66707,Avenida da Igreja,Cruzamento com Rua Afonso Lopes Vieira,Alvalade,Em operação,Definida,27db8d4b-2b27-496f-b262-8371d8b69972,-9.14836277251881,38.7516112247348,0101000020E610000009D38F34F64B22C070C5EECB34604340
078,078,460,66706,Avenida do Rio de Janeiro,Academia INATEL,Alvalade,Em operação,Definida,efa9c03b-4ede-457b-bf68-f2f845bed5d6,-9.13756956432756,38.7517782753248,0101000020E6100000766C97846F4622C0812E41453A604340
