id,district_id,district_name,locality,municipality_id,municipality_name,operational_status,region_id,region_name,stop_id,lat,lon,location
160223,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160223,38.526864,-8.890486,0101000020E61000007A17EFC7EDC721C04AB8904770434340
160225,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160225,38.523487,-8.895376,0101000020E6100000213F1BB96ECA21C0CA703C9F01434340
160227,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160227,38.522699,-8.874173,0101000020E6100000A9177C9A93BF21C0725303CDE7424340
160229,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160229,38.522073,-8.872432,0101000020E6100000BEF73768AFBE21C0F38FBE49D3424340
160230,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160230,38.522089,-8.87224,0101000020E6100000AD86C43D96BE21C0F94CF6CFD3424340
160231,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160231,38.5227,-8.869116,0101000020E610000055DCB8C5FCBC21C042CF66D5E7424340
160232,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160232,38.522839,-8.869072,0101000020E610000016BD5301F7BC21C063096B63EC424340
160233,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160233,38.521346,-8.862843,0101000020E6100000412AC58EC6B921C041F33977BB424340
160234,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160234,38.521458,-8.8629,0101000020E6100000D26F5F07CEB921C0691EC022BF424340
160235,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160235,38.521361,-8.860939,0101000020E6100000AFB321FFCCB821C076340EF5BB424340
160237,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160237,38.522133,-8.861478,0101000020E61000006D72F8A413B921C0C8940F41D5424340
160239,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160239,38.530725,-8.866188,0101000020E6100000136058FE7CBB21C0B515FBCBEE434340
160240,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160240,38.530845,-8.866276,0101000020E6100000909E228788BB21C0601F9DBAF2434340
160241,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160241,38.532309,-8.865388,0101000020E6100000A2B3CC2214BB21C0E82E89B322444340
160242,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160242,38.532258,-8.865225,0101000020E6100000FB5C6DC5FEBA21C06684B70721444340
160243,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160243,38.532478,-8.87381,0101000020E6100000E5D5390664BF21C074EB353D28444340
160245,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160245,38.5313,-8.875481,0101000020E6100000EC89AE0B3FC021C0B22E6EA301444340
160247,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160247,38.52949,-8.873484,0101000020E610000095287B4B39BF21C08FC70C54C6434340
160249,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160249,38.52913,-8.874083,0101000020E6100000A9FA95CE87BF21C08FAA2688BA434340
160251,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160251,38.527912,-8.894344,0101000020E610000066BFEE74E7C921C03E95D39E92434340
160253,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160253,38.529941,-8.89871,0101000020E6100000232D95B723CC21C09FE74F1BD5434340
160254,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160254,38.530692,-8.898759,0101000020E6100000A9F8BF232ACC21C0DA1F28B7ED434340
160255,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160255,38.526819,-8.90017,0101000020E61000003EAE0D15E3CC21C0AAF413CE6E434340
160256,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160256,38.526929,-8.900262,0101000020E6100000C1A90F24EFCC21C03128D36872434340
160257,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160257,38.525937,-8.902114,0101000020E61000000987DEE2E1CD21C0D06053E751434340
160259,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160259,38.525098,-8.905336,0101000020E61000006DC83F3388CF21C0F698486936434340
160260,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160260,38.525192,-8.905349,0101000020E6100000BFEE74E789CF21C0770FD07D39434340
160261,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160261,38.525776,-8.907785,0101000020E610000046990D32C9D021C0C782C2A04C434340
160262,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160262,38.52586,-8.907719,0101000020E610000068EA758BC0D021C0252367614F434340
160263,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160263,38.526032,-8.909981,0101000020E610000077F69507E9D121C022533E0455434340
160264,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160264,38.525938,-8.909982,0101000020E6100000B8E52329E9D121C0A0DCB6EF51434340
160265,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160265,38.524665,-8.912337,0101000020E61000008CDCD3D51DD321C08C2D043928434340
160266,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160266,38.524569,-8.91212,0101000020E6100000170E846401D321C06ABFB51325434340
160268,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160268,38.522811,-8.915596,0101000020E610000064B2B8FFC8D421C0997E8978EB424340
160269,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160269,38.525468,-8.90259,0101000020E6100000AE64C74620CE21C0198C118942434340
160271,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160271,38.530434,-8.898402,0101000020E61000006E52D158FBCB21C0DE57E542E5434340
160272,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160272,38.530393,-8.898219,0101000020E6100000A94A5B5CE3CB21C07F83F6EAE3434340
160273,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160273,38.527485,-8.894064,0101000020E6100000D80FB1C1C2C921C0B610E4A084434340
160275,15,Setúbal,Setúbal,1512,Setúbal,ACTIVE,PT170,AML,160275,38.531459,-8.875292,0101000020E61000009FE6E44526C021C01A1538D906444340
